application_id,customer_id,applied_at,credit_check_at,decision,decided_at,card_issued_at,requested_credit_limit,approved_credit_limit,created_at,updated_at
app_sbh68qpa,cust_y13ym765,2022-03-16,2022-03-16,approved,2022-03-17,2022-03-21,2000,500,2022-03-16,2022-03-17
app_h7ziywgh,cust_e0lo1z2q,2024-11-29,2024-11-30,rejected,2024-12-01,,1500,,2024-11-29,2024-12-01
app_r9quwakt,cust_hme6o3wp,2022-07-23,2022-07-23,rejected,2022-07-23,,2000,,2022-07-23,2022-07-23
app_9yh7t4u2,cust_4owo1mb0,2022-05-08,2022-05-08,approved,2022-05-08,2022-05-14,500,1500,2022-05-08,2022-05-08
app_dkgb8pwr,cust_e4fg0oei,2023-03-02,2023-03-02,approved,2023-03-02,2023-03-05,1500,500,2023-03-02,2023-03-02
app_utughdup,cust_fjo2l16y,2022-04-24,2022-04-24,rejected,2022-04-24,,1500,,2022-04-24,2022-04-24
app_lei563hj,cust_y7nx4hoo,2022-06-20,2022-06-20,approved,2022-06-21,2022-06-28,1000,1000,2022-06-20,2022-06-21
app_ydwj19e6,cust_cgiofsp9,2022-04-14,2022-04-14,approved,2022-04-14,2022-04-17,3000,1000,2022-04-14,2022-04-14
app_mrhbqgml,cust_0jeosv00,2023-07-22,2023-07-22,rejected,2023-07-23,,1500,,2023-07-22,2023-07-23
app_e1c4x6v3,cust_wxsuif35,2023-06-11,2023-06-11,rejected,2023-06-11,,5000,,2023-06-11,2023-06-11
app_lua1giuz,cust_2yjn7r7o,2022-10-19,2022-10-19,approved,2022-10-19,2022-10-22,1000,500,2022-10-19,2022-10-19
app_7v5awzsa,cust_isqr44js,2023-12-09,2023-12-09,approved,2023-12-09,2023-12-16,5000,1000,2023-12-09,2023-12-09
app_15n3lkge,cust_j0mmfiwt,2024-09-12,2024-09-12,approved,2024-09-12,2024-09-19,1000,1000,2024-09-12,2024-09-12
app_d0kvv7mm,cust_b1yq2xjs,2024-12-08,2024-12-08,rejected,2024-12-08,,3000,,2024-12-08,2024-12-08
app_ed4ayde8,cust_6bznzhux,2024-02-02,2024-02-02,approved,2024-02-02,2024-02-07,5000,1000,2024-02-02,2024-02-02
app_22fd244p,cust_b1jrvi91,2023-12-10,2023-12-10,approved,2023-12-10,2023-12-17,500,500,2023-12-10,2023-12-10
app_dahap5iz,cust_kh12s96n,2024-05-15,2024-05-15,approved,2024-05-16,2024-05-20,500,1500,2024-05-15,2024-05-16
app_2rkj2lbt,cust_nsj37px9,2022-05-29,2022-05-29,approved,2022-05-30,2022-06-05,5000,1000,2022-05-29,2022-05-30
app_95dnyb7i,cust_vngjdtuj,2022-12-28,2022-12-28,rejected,2022-12-28,,2000,,2022-12-28,2022-12-28
app_ug6s53q5,cust_sr1ovjnt,2023-08-08,2023-08-08,approved,2023-08-09,2023-08-13,1500,1500,2023-08-08,2023-08-09
app_sqgffrah,cust_rtql7yel,2024-05-01,2024-05-01,rejected,2024-05-01,,500,,2024-05-01,2024-05-01
app_femhlb7j,cust_7b7m1y7t,2024-05-20,2024-05-20,approved,2024-05-21,2024-05-26,3000,1500,2024-05-20,2024-05-21
app_kftqee4j,cust_6p2hfdwz,2023-08-18,2023-08-18,approved,2023-08-19,2023-08-24,3000,1000,2023-08-18,2023-08-19
app_tvan6gt4,cust_84kjztmv,2024-05-02,2024-05-02,approved,2024-05-02,2024-05-06,500,2000,2024-05-02,2024-05-02
app_qz7zu4nv,cust_q9fr8eg6,2024-10-05,2024-10-05,approved,2024-10-05,2024-10-08,2000,2000,2024-10-05,2024-10-05
app_ambersc8,cust_eu7w097s,2022-06-23,2022-06-23,approved,2022-06-23,2022-06-30,1000,500,2022-06-23,2022-06-23
app_kbp2anx2,cust_nel8svox,2024-08-13,2024-08-13,rejected,2024-08-14,,1000,,2024-08-13,2024-08-14
app_daqrf9xg,cust_cfiz17yb,2022-10-10,2022-10-10,rejected,2022-10-11,,5000,,2022-10-10,2022-10-11
app_meuqjhuk,cust_uc89hvel,2022-07-27,2022-07-27,rejected,2022-07-28,,1000,,2022-07-27,2022-07-28
app_1gz6fv7o,cust_ggokbdwl,2022-05-12,2022-05-12,approved,2022-05-12,2022-05-19,1000,2000,2022-05-12,2022-05-12
app_fac8ydop,cust_muuel9s3,2023-07-05,2023-07-05,approved,2023-07-05,2023-07-10,1500,1000,2023-07-05,2023-07-05
app_jgg6ldlv,cust_9w25mfkq,2022-11-16,2022-11-16,approved,2022-11-16,2022-11-23,1000,1000,2022-11-16,2022-11-16
app_6tr2q5ee,cust_7j757pr7,2024-07-08,2024-07-08,approved,2024-07-08,2024-07-12,1500,2000,2024-07-08,2024-07-08
app_qrb9pnn2,cust_yq9r14y8,2023-12-20,2023-12-20,rejected,2023-12-21,,1000,,2023-12-20,2023-12-21
app_x986tc5l,cust_z4tsrl21,2024-02-06,2024-02-06,approved,2024-02-06,2024-02-09,3000,1000,2024-02-06,2024-02-06
app_as541zs8,cust_vqjsqurm,2024-04-24,2024-04-24,approved,2024-04-24,2024-04-27,500,500,2024-04-24,2024-04-24
app_1we2oj64,cust_a6zcukpl,2024-06-25,2024-06-25,approved,2024-06-25,2024-07-02,1500,1000,2024-06-25,2024-06-25
app_e7aj4vtg,cust_z6ky6vre,2023-03-31,2023-03-31,approved,2023-04-01,2023-04-05,2000,2000,2023-03-31,2023-04-01
app_rxnqk9pj,cust_sxigzql1,2024-12-27,2024-12-27,rejected,2024-12-27,,3000,,2024-12-27,2024-12-27
app_kst1fjdb,cust_7yrmg97p,2022-04-02,2022-04-02,rejected,2022-04-02,,1000,,2022-04-02,2022-04-02
app_0t0ua6p9,cust_weyaqd3q,2024-05-19,2024-05-19,approved,2024-05-19,2024-05-25,2000,2000,2024-05-19,2024-05-19
app_p6q9mc63,cust_umqjj80e,2022-12-07,2022-12-07,approved,2022-12-07,2022-12-10,5000,1500,2022-12-07,2022-12-07
app_6b4g5js8,cust_6of5cdfm,2024-11-26,2024-11-26,rejected,2024-11-26,,5000,,2024-11-26,2024-11-26
app_34e75s81,cust_6sui9zq7,2023-07-11,2023-07-11,approved,2023-07-12,2023-07-16,1000,1500,2023-07-11,2023-07-12
app_rp0yngnl,cust_3ue46neo,2022-02-08,2022-02-09,rejected,2022-02-10,,3000,,2022-02-08,2022-02-10
app_jew18oic,cust_ilw9qana,2024-01-27,2024-01-27,approved,2024-01-27,2024-02-03,2000,2000,2024-01-27,2024-01-27
app_zfpn1bbm,cust_7wif5q9j,2024-12-31,2024-12-31,approved,2025-01-01,2025-01-06,500,1500,2024-12-31,2025-01-01
app_a80k5v5d,cust_avjd3tte,2024-10-13,2024-10-13,approved,2024-10-13,2024-10-17,3000,2000,2024-10-13,2024-10-13
app_xp8achdh,cust_24b4hfak,2023-01-16,2023-01-16,approved,2023-01-17,2023-01-21,500,2000,2023-01-16,2023-01-17
app_abi9wu9s,cust_pdwz0b4z,2023-01-09,2023-01-09,approved,2023-01-09,2023-01-14,2000,2000,2023-01-09,2023-01-09
app_t218az9o,cust_lvxf5uim,2022-12-11,2022-12-11,approved,2022-12-12,2022-12-19,500,500,2022-12-11,2022-12-12
app_3qioevq3,cust_ebcdw57i,2022-02-21,2022-02-21,rejected,2022-02-21,,3000,,2022-02-21,2022-02-21
app_f9pb7woh,cust_7cfdjh1y,2024-05-20,2024-05-20,rejected,2024-05-20,,500,,2024-05-20,2024-05-20
app_ygwtdki2,cust_2jg50zb7,2022-06-26,2022-06-26,approved,2022-06-26,2022-06-30,2000,1000,2022-06-26,2022-06-26
app_ccwbkssc,cust_2wcy445a,2023-09-21,2023-09-21,approved,2023-09-21,2023-09-26,500,1500,2023-09-21,2023-09-21
app_rj6seacq,cust_vk8r6ddj,2022-09-10,2022-09-10,approved,2022-09-11,2022-09-16,1500,1000,2022-09-10,2022-09-11
app_bp5jytmn,cust_2lobmi8t,2023-05-09,2023-05-10,approved,2023-05-10,2023-05-14,2000,1500,2023-05-09,2023-05-10
app_fvluxq4q,cust_80k5wwcg,2023-05-03,2023-05-03,approved,2023-05-04,2023-05-07,3000,1500,2023-05-03,2023-05-04
app_h67k9l8d,cust_21ucrg0g,2024-03-09,2024-03-09,approved,2024-03-09,2024-03-16,5000,500,2024-03-09,2024-03-09
app_s0w38xow,cust_n7sctmrq,2022-03-17,2022-03-17,rejected,2022-03-18,,500,,2022-03-17,2022-03-18
app_p8cskmr1,cust_e6c4zdbg,2022-03-10,2022-03-10,approved,2022-03-11,2022-03-16,5000,500,2022-03-10,2022-03-11
app_x0sr20ok,cust_ofsl3qaz,2024-03-13,2024-03-13,rejected,2024-03-13,,3000,,2024-03-13,2024-03-13
app_w0h5hj72,cust_ljql0ksj,2023-10-06,2023-10-06,approved,2023-10-07,2023-10-11,5000,1000,2023-10-06,2023-10-07
app_py4749yq,cust_ooh6d8sz,2023-04-26,2023-04-26,rejected,2023-04-26,,1000,,2023-04-26,2023-04-26
app_6lexkwdp,cust_x8lmg04f,2024-08-09,2024-08-09,approved,2024-08-09,2024-08-12,2000,2000,2024-08-09,2024-08-09
app_acz41q7m,cust_8xe3acdi,2024-10-26,2024-10-26,approved,2024-10-27,2024-11-03,2000,1000,2024-10-26,2024-10-27
app_v6fig0zi,cust_qzxuuiu7,2024-08-08,2024-08-08,approved,2024-08-08,2024-08-14,2000,2000,2024-08-08,2024-08-08
app_kwchj8x7,cust_bx47wa9j,2024-03-13,2024-03-13,rejected,2024-03-14,,2000,,2024-03-13,2024-03-14
app_13umj47e,cust_u763005s,2024-08-10,2024-08-10,approved,2024-08-10,2024-08-13,1500,500,2024-08-10,2024-08-10
app_flib7tud,cust_5ugje81d,2024-08-03,2024-08-03,rejected,2024-08-03,,2000,,2024-08-03,2024-08-03
app_2h3gc6c6,cust_b4li41ev,2023-11-17,2023-11-17,approved,2023-11-18,2023-11-23,2000,2000,2023-11-17,2023-11-18
app_rb9kqzv5,cust_b3d8zbrt,2023-04-06,2023-04-06,rejected,2023-04-07,,3000,,2023-04-06,2023-04-07
app_fgfbtopq,cust_bz2dlf7g,2024-10-16,2024-10-16,rejected,2024-10-16,,500,,2024-10-16,2024-10-16
app_2tly1qgo,cust_3lq0s52q,2024-01-24,2024-01-24,approved,2024-01-25,2024-01-28,1500,1000,2024-01-24,2024-01-25
app_d9i9k4cd,cust_7s2xuvf5,2023-04-05,2023-04-06,approved,2023-04-06,2023-04-11,1000,1500,2023-04-05,2023-04-06
app_zsyfw4cq,cust_u3sci4cw,2023-02-28,2023-02-28,approved,2023-03-01,2023-03-08,2000,1500,2023-02-28,2023-03-01
app_bmdr5gms,cust_ssss2iqn,2022-02-27,2022-02-27,approved,2022-02-27,2022-03-03,3000,2000,2022-02-27,2022-02-27
app_84h9kz11,cust_y6mjhey8,2022-12-13,2022-12-13,approved,2022-12-13,2022-12-16,1500,1500,2022-12-13,2022-12-13
app_p9jqlldi,cust_lp0irah0,2022-05-28,2022-05-28,approved,2022-05-28,2022-06-04,1000,500,2022-05-28,2022-05-28
app_5ir2t3l7,cust_0tylkqde,2024-03-19,2024-03-19,approved,2024-03-19,2024-03-22,5000,500,2024-03-19,2024-03-19
app_kme0an5s,cust_encelrtf,2024-04-09,2024-04-09,approved,2024-04-09,2024-04-16,3000,1000,2024-04-09,2024-04-09
app_zlwhiggo,cust_63ey89zw,2023-05-29,2023-05-29,rejected,2023-05-30,,5000,,2023-05-29,2023-05-30
app_wsx5e03y,cust_5g2fqrg1,2024-10-22,2024-10-22,rejected,2024-10-22,,2000,,2024-10-22,2024-10-22
app_nsq24l7h,cust_gkq8ul4j,2024-06-13,2024-06-13,approved,2024-06-14,2024-06-19,3000,1500,2024-06-13,2024-06-14
app_htfzb49a,cust_fbi8nbb2,2023-01-29,2023-01-29,approved,2023-01-29,2023-02-04,1500,500,2023-01-29,2023-01-29
app_yuadusap,cust_y8h7utut,2023-12-04,2023-12-04,rejected,2023-12-04,,3000,,2023-12-04,2023-12-04
app_5kgtgf1n,cust_11lgpk61,2022-05-26,2022-05-26,rejected,2022-05-27,,1000,,2022-05-26,2022-05-27
app_l90ktgxr,cust_gubeoolm,2024-03-24,2024-03-24,rejected,2024-03-24,,1000,,2024-03-24,2024-03-24
app_udw2c4bq,cust_emglzaqn,2023-09-13,2023-09-13,rejected,2023-09-14,,2000,,2023-09-13,2023-09-14
app_udcvd8a2,cust_87a40i8s,2022-10-18,2022-10-18,approved,2022-10-19,2022-10-26,1000,2000,2022-10-18,2022-10-19
app_86kp8382,cust_3se6x8kx,2022-04-24,2022-04-24,rejected,2022-04-25,,500,,2022-04-24,2022-04-25
app_j81hvs96,cust_6wh8xn8w,2023-03-28,2023-03-28,approved,2023-03-29,2023-04-02,2000,1000,2023-03-28,2023-03-29
app_8vpspjp8,cust_kr4fp7f5,2023-05-21,2023-05-21,rejected,2023-05-22,,2000,,2023-05-21,2023-05-22
app_stdhyizd,cust_7ygfqnr6,2023-12-31,2023-12-31,approved,2023-12-31,2024-01-03,1500,1000,2023-12-31,2023-12-31
app_auvlt3h4,cust_hw22z0sd,2022-11-09,2022-11-09,approved,2022-11-10,2022-11-14,2000,1500,2022-11-09,2022-11-10
app_xz6egoyi,cust_gpi3rfss,2022-12-01,2022-12-01,approved,2022-12-01,2022-12-08,2000,2000,2022-12-01,2022-12-01
app_pxozkx96,cust_0f96qifu,2022-12-19,2022-12-19,rejected,2022-12-20,,500,,2022-12-19,2022-12-20
app_uzx82ztg,cust_ynyw45rm,2023-04-26,2023-04-26,approved,2023-04-27,2023-05-04,1000,2000,2023-04-26,2023-04-27
app_irubwvt1,cust_ohf7j7zw,2024-07-06,2024-07-06,approved,2024-07-07,2024-07-14,500,1500,2024-07-06,2024-07-07
app_9hq7k0p7,cust_rnxxii6i,2024-03-23,2024-03-23,approved,2024-03-24,2024-03-31,1000,1500,2024-03-23,2024-03-24
app_72zq1nvi,cust_eb9q8tge,2024-06-06,2024-06-06,approved,2024-06-06,2024-06-10,2000,1500,2024-06-06,2024-06-06
app_qj02guqt,cust_0sq8udgu,2023-11-13,2023-11-13,approved,2023-11-13,2023-11-18,500,1000,2023-11-13,2023-11-13
app_yjed33da,cust_suh4l3i7,2024-02-14,2024-02-14,approved,2024-02-14,2024-02-19,500,2000,2024-02-14,2024-02-14
app_9fe62hy4,cust_o4v3xnly,2022-08-27,2022-08-27,rejected,2022-08-27,,3000,,2022-08-27,2022-08-27
app_mt23ygb0,cust_1372vfw1,2024-09-18,2024-09-18,rejected,2024-09-20,,500,,2024-09-18,2024-09-20
app_kfgx2dqz,cust_e5anutxh,2022-11-28,2022-11-28,approved,2022-11-28,2022-12-03,3000,2000,2022-11-28,2022-11-28
app_tg3wqhqw,cust_53ipp1a8,2024-10-08,2024-10-08,approved,2024-10-09,2024-10-14,500,500,2024-10-08,2024-10-09
app_49bfhjpe,cust_tc43ddnd,2024-05-06,2024-05-06,approved,2024-05-07,2024-05-10,1000,1000,2024-05-06,2024-05-07
app_t4p7wjxf,cust_ra7xzuy8,2024-04-14,2024-04-14,approved,2024-04-14,2024-04-18,5000,1000,2024-04-14,2024-04-14
app_9jac9lo8,cust_51gya73h,2022-09-20,2022-09-20,approved,2022-09-21,2022-09-25,2000,500,2022-09-20,2022-09-21
app_gg7r9ann,cust_637sc728,2023-08-17,2023-08-17,rejected,2023-08-17,,500,,2023-08-17,2023-08-17
app_etie2hrb,cust_cczr03n0,2024-10-14,2024-10-14,rejected,2024-10-15,,5000,,2024-10-14,2024-10-15
app_fq23esyk,cust_ttovpb32,2022-08-19,2022-08-19,rejected,2022-08-20,,3000,,2022-08-19,2022-08-20
app_k1o7i0ix,cust_9h9y449t,2022-10-10,2022-10-10,approved,2022-10-11,2022-10-16,1000,500,2022-10-10,2022-10-11
app_v0z985k7,cust_6epcew8f,2022-01-26,2022-01-26,rejected,2022-01-26,,3000,,2022-01-26,2022-01-26
app_06sbov0j,cust_a1dwmejk,2022-10-10,2022-10-10,approved,2022-10-11,2022-10-14,1500,500,2022-10-10,2022-10-11
app_9hcg2b7q,cust_uh8azpoo,2024-12-21,2024-12-21,approved,2024-12-22,2024-12-28,5000,2000,2024-12-21,2024-12-22
app_1m0bpdoo,cust_tkudwq5x,2024-06-11,2024-06-11,rejected,2024-06-12,,2000,,2024-06-11,2024-06-12
app_v5a2iq4k,cust_xt2vnkpf,2024-06-11,2024-06-11,approved,2024-06-11,2024-06-14,1500,2000,2024-06-11,2024-06-11
app_k2sbub2i,cust_qugbgxsn,2022-12-07,2022-12-07,approved,2022-12-07,2022-12-11,5000,2000,2022-12-07,2022-12-07
app_lrho0f9z,cust_j5bk0i5f,2024-10-08,2024-10-08,rejected,2024-10-08,,1500,,2024-10-08,2024-10-08
app_l1c5nd3f,cust_2qt53bzb,2022-03-30,2022-03-30,approved,2022-03-30,2022-04-04,1000,2000,2022-03-30,2022-03-30
app_3xakx57x,cust_abd645gs,2023-10-16,2023-10-16,approved,2023-10-17,2023-10-21,2000,1500,2023-10-16,2023-10-17
app_cvwyep61,cust_fwyb51pc,2024-01-11,2024-01-11,approved,2024-01-11,2024-01-14,3000,1500,2024-01-11,2024-01-11
app_kyf1el6v,cust_4rj2ckni,2024-07-19,2024-07-19,rejected,2024-07-19,,1500,,2024-07-19,2024-07-19
app_r3skngyh,cust_atjmov3w,2024-03-30,2024-03-30,approved,2024-03-31,2024-04-05,500,1500,2024-03-30,2024-03-31
app_yeb1unss,cust_lkxg7hbo,2022-01-20,2022-01-20,rejected,2022-01-20,,1500,,2022-01-20,2022-01-20
app_gyhfibx1,cust_pbm10vk9,2023-08-11,2023-08-11,approved,2023-08-11,2023-08-16,1500,500,2023-08-11,2023-08-11
app_zrju6hh1,cust_wguvufxf,2023-11-20,2023-11-20,approved,2023-11-21,2023-11-25,3000,1000,2023-11-20,2023-11-21
app_oo4x40z1,cust_6z98bwwp,2022-03-01,2022-03-01,rejected,2022-03-02,,1000,,2022-03-01,2022-03-02
app_vs8hr1vd,cust_n96ue75i,2023-03-14,2023-03-14,approved,2023-03-14,2023-03-18,500,1500,2023-03-14,2023-03-14
app_6k5cx4e1,cust_g0nj32dk,2023-08-10,2023-08-10,approved,2023-08-11,2023-08-14,5000,1000,2023-08-10,2023-08-11
app_8f8g3lgs,cust_tl7dok1w,2023-06-02,2023-06-02,approved,2023-06-03,2023-06-08,3000,1000,2023-06-02,2023-06-03
app_erojr19p,cust_py99dm4o,2022-12-10,2022-12-10,rejected,2022-12-12,,500,,2022-12-10,2022-12-12
app_cg2r0ni0,cust_vzcr9rv3,2022-03-16,2022-03-16,approved,2022-03-16,2022-03-23,5000,1500,2022-03-16,2022-03-16
app_mbvgjwe7,cust_euqq1ykx,2022-01-21,2022-01-21,approved,2022-01-22,2022-01-28,500,500,2022-01-21,2022-01-22
app_pya3sndr,cust_ofpeouc4,2022-05-18,2022-05-18,rejected,2022-05-18,,1500,,2022-05-18,2022-05-18
app_s7dtvhqy,cust_nd25gfs8,2023-09-14,2023-09-14,approved,2023-09-15,2023-09-21,3000,2000,2023-09-14,2023-09-15
app_mc1w97d1,cust_psv6txjn,2023-12-08,2023-12-08,rejected,2023-12-10,,3000,,2023-12-08,2023-12-10
app_lg4vo5rp,cust_7q3vqjdd,2023-02-04,2023-02-04,approved,2023-02-05,2023-02-11,500,500,2023-02-04,2023-02-05
app_5bne9nad,cust_kvhow7n4,2023-03-17,2023-03-17,approved,2023-03-18,2023-03-24,500,500,2023-03-17,2023-03-18
app_bjdmmco5,cust_qcsw77dv,2023-05-01,2023-05-01,approved,2023-05-02,2023-05-09,1500,1500,2023-05-01,2023-05-02
app_ji1c9aah,cust_8lgic5l3,2024-07-31,2024-07-31,rejected,2024-07-31,,500,,2024-07-31,2024-07-31
app_6zp81s4y,cust_y1x79c57,2022-02-17,2022-02-17,approved,2022-02-18,2022-02-23,1000,500,2022-02-17,2022-02-18
app_013f4qsf,cust_puc8sokp,2022-01-15,2022-01-15,approved,2022-01-15,2022-01-21,500,1500,2022-01-15,2022-01-15
app_sp6ddjv6,cust_5c2wvwh1,2022-11-06,2022-11-06,rejected,2022-11-06,,500,,2022-11-06,2022-11-06
app_tohizp5i,cust_a1tb5igs,2024-09-04,2024-09-04,approved,2024-09-04,2024-09-11,5000,2000,2024-09-04,2024-09-04
app_yujkfaos,cust_c7u9p6mc,2023-12-15,2023-12-15,rejected,2023-12-16,,5000,,2023-12-15,2023-12-16
app_grh6dru2,cust_bfyroq2q,2023-05-01,2023-05-01,approved,2023-05-02,2023-05-06,1500,1000,2023-05-01,2023-05-02
app_adh6sopb,cust_dwxdcos5,2023-01-07,2023-01-07,approved,2023-01-07,2023-01-14,1000,1000,2023-01-07,2023-01-07
app_siksofow,cust_26v9lfbj,2023-05-01,2023-05-01,approved,2023-05-01,2023-05-07,3000,500,2023-05-01,2023-05-01
app_kkfrybfd,cust_y587xir2,2023-01-04,2023-01-04,approved,2023-01-05,2023-01-11,3000,1000,2023-01-04,2023-01-05
app_q8bvpncf,cust_whfemxbv,2022-08-18,2022-08-18,rejected,2022-08-18,,2000,,2022-08-18,2022-08-18
app_c3pacwqd,cust_s8dydgls,2024-08-15,2024-08-15,approved,2024-08-16,2024-08-22,1500,1000,2024-08-15,2024-08-16
app_16qq2kdh,cust_7jmyirm6,2024-02-24,2024-02-24,approved,2024-02-25,2024-02-29,1000,2000,2024-02-24,2024-02-25
app_lezu6wvu,cust_4r1bcct9,2022-01-28,2022-01-28,approved,2022-01-28,2022-02-04,500,500,2022-01-28,2022-01-28
app_dz5mega6,cust_1sok4kj1,2023-12-30,2023-12-31,approved,2023-12-31,2024-01-04,500,500,2023-12-30,2023-12-31
app_qnqim3zt,cust_7958vp4g,2023-11-04,2023-11-04,rejected,2023-11-05,,5000,,2023-11-04,2023-11-05
app_si29s05g,cust_nedohvrj,2024-07-23,2024-07-23,approved,2024-07-23,2024-07-27,1500,2000,2024-07-23,2024-07-23
app_bwpi258q,cust_5fb4g906,2022-06-10,2022-06-10,approved,2022-06-10,2022-06-15,500,1500,2022-06-10,2022-06-10
app_dkom91o9,cust_d0lbb4yu,2022-09-03,2022-09-03,approved,2022-09-04,2022-09-10,1000,1500,2022-09-03,2022-09-04
app_7m3vm6j5,cust_1qf8j6ph,2022-01-13,2022-01-13,rejected,2022-01-13,,500,,2022-01-13,2022-01-13
app_ey926t2e,cust_4gxz7r2z,2022-05-02,2022-05-02,approved,2022-05-03,2022-05-06,2000,1000,2022-05-02,2022-05-03
app_9ath6an3,cust_t8kx7g9s,2024-08-09,2024-08-09,approved,2024-08-09,2024-08-14,2000,1000,2024-08-09,2024-08-09
app_uxspgkm9,cust_guql27li,2023-03-24,2023-03-24,rejected,2023-03-25,,2000,,2023-03-24,2023-03-25
app_dfuwkg9l,cust_9be3t5bz,2024-12-16,2024-12-16,approved,2024-12-16,2024-12-21,3000,1000,2024-12-16,2024-12-16
app_z4kss2d3,cust_va2ulzfq,2022-08-30,2022-08-30,approved,2022-08-31,2022-09-07,5000,1000,2022-08-30,2022-08-31
app_pdh3qccs,cust_w88p43gk,2024-03-29,2024-03-29,approved,2024-03-29,2024-04-01,1500,2000,2024-03-29,2024-03-29
app_d5hodim0,cust_sd40u3u7,2022-07-01,2022-07-01,approved,2022-07-01,2022-07-07,1000,2000,2022-07-01,2022-07-01
app_ud6dlgjv,cust_r1c2gxnr,2022-05-07,2022-05-07,rejected,2022-05-07,,3000,,2022-05-07,2022-05-07
app_9nwr2jft,cust_ec0f3ewp,2022-02-20,2022-02-20,approved,2022-02-21,2022-02-27,1000,1500,2022-02-20,2022-02-21
app_9hdju1bp,cust_r38wtjps,2022-07-22,2022-07-22,approved,2022-07-23,2022-07-28,5000,1000,2022-07-22,2022-07-23
app_85msx9eo,cust_7xeoen35,2024-09-07,2024-09-07,approved,2024-09-08,2024-09-15,500,1000,2024-09-07,2024-09-08
app_1zzj85g1,cust_qdznx80e,2024-10-13,2024-10-13,approved,2024-10-14,2024-10-17,3000,500,2024-10-13,2024-10-14
app_u0oz2gd2,cust_izuuv5xh,2024-11-03,2024-11-03,approved,2024-11-03,2024-11-10,3000,500,2024-11-03,2024-11-03
app_6ekwwcr1,cust_0zo9vcez,2024-09-18,2024-09-19,approved,2024-09-19,2024-09-23,3000,1000,2024-09-18,2024-09-19
app_cpvls12e,cust_uhrzwi2p,2023-10-05,2023-10-05,rejected,2023-10-06,,500,,2023-10-05,2023-10-06
app_h9zrwj66,cust_ajehxrwj,2023-08-29,2023-08-29,approved,2023-08-30,2023-09-06,1500,1000,2023-08-29,2023-08-30
app_sgxqduf1,cust_o6bfzrwm,2023-03-18,2023-03-18,approved,2023-03-18,2023-03-25,3000,2000,2023-03-18,2023-03-18
app_ld71mme5,cust_x2atcpmv,2024-01-23,2024-01-24,approved,2024-01-25,2024-01-28,5000,500,2024-01-23,2024-01-25
app_7rbkkkg3,cust_fgilm0wh,2023-01-25,2023-01-25,rejected,2023-01-26,,3000,,2023-01-25,2023-01-26
app_m9x6e6as,cust_77kc6s83,2023-07-06,2023-07-06,approved,2023-07-06,2023-07-11,500,2000,2023-07-06,2023-07-06
app_e45nrqxk,cust_0wrjd1x4,2024-02-26,2024-02-26,approved,2024-02-27,2024-03-04,2000,1000,2024-02-26,2024-02-27
app_7m0vic2h,cust_uw5udteo,2022-12-28,2022-12-28,approved,2022-12-28,2022-12-31,5000,2000,2022-12-28,2022-12-28
app_pghnta6x,cust_5wpeikz0,2024-08-12,2024-08-12,approved,2024-08-13,2024-08-17,3000,500,2024-08-12,2024-08-13
app_qwwar743,cust_bv8m07nk,2022-11-19,2022-11-19,rejected,2022-11-19,,3000,,2022-11-19,2022-11-19
app_crx0owcl,cust_iyt1r9gg,2024-12-05,2024-12-05,approved,2024-12-05,2024-12-10,5000,1500,2024-12-05,2024-12-05
app_chcvlcrl,cust_lzwdgbhd,2022-07-17,2022-07-17,approved,2022-07-17,2022-07-23,5000,1500,2022-07-17,2022-07-17
app_76m37y08,cust_3imwzkfp,2024-04-27,2024-04-27,rejected,2024-04-28,,1000,,2024-04-27,2024-04-28
app_ioiq83ee,cust_o1141aft,2023-10-03,2023-10-03,approved,2023-10-04,2023-10-07,5000,500,2023-10-03,2023-10-04
app_fk4tqwo1,cust_mfnd4n2z,2024-08-22,2024-08-23,approved,2024-08-24,2024-08-30,2000,500,2024-08-22,2024-08-24
app_340m8ti2,cust_6lm5to0s,2024-11-22,2024-11-22,rejected,2024-11-22,,3000,,2024-11-22,2024-11-22
app_fgknp98v,cust_wlnm5808,2023-09-15,2023-09-15,rejected,2023-09-16,,1500,,2023-09-15,2023-09-16
app_ifgkrlwz,cust_3udgcjt8,2024-05-02,2024-05-02,approved,2024-05-03,2024-05-10,2000,2000,2024-05-02,2024-05-03
app_rvikeltx,cust_m9u59wvl,2023-02-10,2023-02-10,approved,2023-02-11,2023-02-14,1000,1000,2023-02-10,2023-02-11
app_l8ve34ip,cust_mfzk852w,2022-03-24,2022-03-24,approved,2022-03-25,2022-03-30,1500,1000,2022-03-24,2022-03-25
app_pqrfme5c,cust_48gyul20,2024-06-15,2024-06-15,rejected,2024-06-16,,500,,2024-06-15,2024-06-16
app_jm5jb7b6,cust_arw4yefa,2024-05-15,2024-05-15,approved,2024-05-16,2024-05-21,2000,500,2024-05-15,2024-05-16
app_imoz8e5c,cust_r4l7n2le,2023-02-17,2023-02-17,approved,2023-02-18,2023-02-23,500,500,2023-02-17,2023-02-18
app_0lbrie19,cust_zckmsn35,2022-01-23,2022-01-23,rejected,2022-01-24,,500,,2022-01-23,2022-01-24
app_3e7mtdus,cust_lw9mahe4,2024-05-07,2024-05-07,approved,2024-05-08,2024-05-15,1500,2000,2024-05-07,2024-05-08
app_fb4mzte2,cust_d4aqbi4f,2024-05-01,2024-05-01,approved,2024-05-01,2024-05-05,500,500,2024-05-01,2024-05-01
